TF	P.value	Cluster
Zic3(Zf)	1e-38	20
BATF(bZIP)	1e-38	20
NF1(CTF)	1e-36	20
NeuroD1(bHLH)	1e-36	20
SCL(bHLH)	1e-35	20
E2A(bHLH)	1e-34	20
HEB(bHLH)	1e-33	20
Ptf1a(bHLH)	1e-33	20
Jun-AP1(bZIP)	1e-32	20
Olig2(bHLH)	1e-32	20
Zic(Zf)	1e-32	20
Unknown-ESC-element(?)	1e-32	20
Isl1(Homeobox)	1e-30	20
Ascl2(bHLH)	1e-28	20
Nanog(Homeobox)	1e-23	20
HIC1(Zf)	1e-22	20
Tlx?(NR)	1e-22	20
ZBTB18(Zf)	1e-17	20
PAX6(Paired,Homeobox)	1e-12	20
Bach2(bZIP)	1e-11	20
RORgt(NR)	1e-11	20
RORgt(NR)	1e-11	20
RORg(NR)	1e-09	20
Pitx1:Ebox(Homeobox,bHLH)	1e-09	20
Mef2b(MADS)	1e-08	20
Mef2d(MADS)	1e-07	20
Mef2c(MADS)	1e-07	20
RORa(NR)	1e-06	20
Prop1(Homeobox)	1e-06	20
Tgif2(Homeobox)	1e-06	20
Hoxa9(Homeobox)	1e-06	20
Phox2b(Homeobox)	1e-05	20
ERG(ETS)	1e-05	20
Pdx1(Homeobox)	1e-05	20
EWS:ERG-fusion(ETS)	1e-05	20
Hoxd13(Homeobox)	1e-04	20
Mef2a(MADS)	1e-04	20
RBPJ:Ebox(?,bHLH)	1e-04	20
Phox2a(Homeobox)	1e-04	20
Unknown(Homeobox)	1e-04	20
ETS1(ETS)	1e-04	20
Fli1(ETS)	1e-04	20
ETV4(ETS)	0.001	20
EBF1(EBF)	0.001	20
ELF1(ETS)	0.001	20
ETV1(ETS)	0.001	20
PBX2(Homeobox)	0.001	20
Tcfcp2l1(CP2)	0.001	20
Etv2(ETS)	0.001	20
Pbx3(Homeobox)	0.001	20
Zac1(Zf)	0.001	20
ZNF652	0.001	20
STAT4(Stat)	0.001	20
Tbr1(T-box)	0.001	20
Pknox1(Homeobox)	0.001	20
Bapx1(Homeobox)	0.001	20
Hoxc9(Homeobox)	0.001	20
Barx1(Homeobox)	0.01	20
Elk4(ETS)	0.01	20
GABPA(ETS)	0.01	20
Oct6(POU,Homeobox)	0.01	20
PAX3:FKHR-fusion(Paired,Homeobox)	0.01	20
ELF3(ETS)	0.01	20
ZNF264(Zf)	0.01	20
Hoxd11(Homeobox)	0.01	20
PBX1(Homeobox)	0.01	20
MafA(bZIP)	0.01	20
Elk1(ETS)	0.01	20
EBF(EBF)	0.01	20
EBF2(EBF)	0.01	20
Elf4(ETS)	0.01	20
ZNF341(Zf)	0.01	20
RUNX-AML(Runt)	0.01	20
GLIS3(Zf)	0.01	20
EHF(ETS)	0.01	20
Stat3+il21(Stat)	0.01	20
Pax7(Paired,Homeobox),longest	0.01	20
ZNF7(Zf)	0.01	20
PAX5(Paired,Homeobox)	0.01	20
ELF5(ETS)	0.01	20
CHR(?)	0.01	20
Tgif1(Homeobox)	0.01	20
Hoxb4(Homeobox)	0.01	20
USF1(bHLH)	0.01	20
NF1:FOXA1(CTF,Forkhead)	0.01	20
Stat3(Stat)	0.01	20
Tbx6(T-box)	0	21
Tbr1(T-box)	0	21
Tbx21(T-box)	0	21
Tbet(T-box)	0	21
Eomes(T-box)	0	21
Tbx5(T-box)	0	21
Mef2b(MADS)	0	21
Mef2c(MADS)	0	21
Mef2d(MADS)	1e-294	21
Mef2a(MADS)	1e-271	21
Tbox:Smad(T-box,MAD)	1e-216	21
RORg(NR)	1e-214	21
Tgif2(Homeobox)	1e-210	21
RORgt(NR)	1e-192	21
RORgt(NR)	1e-192	21
RORa(NR)	1e-185	21
Meis1(Homeobox)	1e-163	21
Tgif1(Homeobox)	1e-153	21
Lhx2(Homeobox)	1e-106	21
NFIL3(bZIP)	1e-106	21
Lhx1(Homeobox)	1e-100	21
LXH9(Homeobox)	1e-98	21
Dlx3(Homeobox)	1e-95	21
Rbpj1(?)	1e-88	21
SCL(bHLH)	1e-81	21
HLF(bZIP)	1e-75	21
Atf3(bZIP)	1e-67	21
HIC1(Zf)	1e-67	21
AP-1(bZIP)	1e-65	21
Atoh1(bHLH)	1e-63	21
NF1-halfsite(CTF)	1e-62	21
Lhx3(Homeobox)	1e-61	21
Brachyury(T-box)	1e-60	21
Foxo1(Forkhead)	1e-58	21
Fra1(bZIP)	1e-56	21
Ascl1(bHLH)	1e-55	21
Oct6(POU,Homeobox)	1e-53	21
Nkx6.1(Homeobox)	1e-52	21
JunB(bZIP)	1e-51	21
Fra2(bZIP)	1e-51	21
NeuroG2(bHLH)	1e-50	21
Atf7(bZIP)	1e-50	21
Brn1(POU,Homeobox)	1e-49	21
NeuroD1(bHLH)	1e-48	21
Atf1(bZIP)	1e-48	21
BATF(bZIP)	1e-47	21
Fosl2(bZIP)	1e-46	21
Ptf1a(bHLH)	1e-45	21
Tcf21(bHLH)	1e-42	21
c-Jun-CRE(bZIP)	1e-41	21
Myf5(bHLH)	1e-39	21
MyoD(bHLH)	1e-38	21
Isl1(Homeobox)	1e-37	21
CEBP:AP1(bZIP)	1e-36	21
Foxo3(Forkhead)	1e-35	21
Atf2(bZIP)	1e-35	21
Jun-AP1(bZIP)	1e-35	21
Brn2(POU,Homeobox)	1e-34	21
BHLHA15(bHLH)	1e-33	21
Olig2(bHLH)	1e-33	21
Ap4(bHLH)	1e-33	21
MyoG(bHLH)	1e-33	21
Oct4(POU,Homeobox)	1e-32	21
Twist2(bHLH)	1e-30	21
Tcf12(bHLH)	1e-30	21
Oct11(POU,Homeobox)	1e-28	21
MafA(bZIP)	1e-27	21
TCF4(bHLH)	1e-27	21
Tbx20(T-box)	1e-26	21
FOXK1(Forkhead)	1e-26	21
HEB(bHLH)	1e-26	21
Ascl2(bHLH)	1e-24	21
ZBTB18(Zf)	1e-23	21
OCT:OCT(POU,Homeobox,IR1)	1e-23	21
Smad3(MAD)	1e-23	21
FOXK2(Forkhead)	1e-22	21
Smad4(MAD)	1e-22	21
OCT:OCT(POU,Homeobox)	1e-21	21
PU.1-IRF(ETS:IRF)	1e-21	21
Pit1+1bp(Homeobox)	1e-20	21
Smad2(MAD)	1e-20	21
E2A(bHLH)	1e-20	21
JunD(bZIP)	1e-18	21
CEBP(bZIP)	1e-17	21
BMYB(HTH)	1e-17	21
FOXP1(Forkhead)	1e-17	21
FoxL2(Forkhead)	1e-16	21
Atf4(bZIP)	1e-16	21
Bach2(bZIP)	1e-15	21
ERG(ETS)	1e-15	21
Oct2(POU,Homeobox)	1e-14	21
Rfx2(HTH)	1e-14	21
RFX(HTH)	1e-14	21
Tlx?(NR)	1e-14	21
X-box(HTH)	1e-13	21
Foxf1(Forkhead)	1e-13	21
ETS1(ETS)	1e-13	21
Rfx6(HTH)	1e-13	21
MITF(bHLH)	1e-13	21
Maz(Zf)	1e-13	21
E2A(bHLH),near_PU.1	1e-12	21
ZNF7(Zf)	1e-12	21
Fli1(ETS)	1e-12	21
Ets1-distal(ETS)	1e-11	21
PRDM9(Zf)	1e-11	21
Etv2(ETS)	1e-10	21
NF-E2(bZIP)	1e-10	21
GRE(NR),IR3	1e-10	21
Srebp1a(bHLH)	1e-10	21
Usf2(bHLH)	1e-09	21
CRE(bZIP)	1e-09	21
STAT6(Stat)	1e-09	21
PGR(NR)	1e-09	21
OCT:OCT-short(POU,Homeobox)	1e-09	21
PU.1:IRF8(ETS:IRF)	1e-09	21
ETS:E-box(ETS,bHLH)	1e-08	21
EWS:ERG-fusion(ETS)	1e-08	21
ETV1(ETS)	1e-08	21
Rfx1(HTH)	1e-08	21
NF1(CTF)	1e-08	21
AMYB(HTH)	1e-08	21
Unknown-ESC-element(?)	1e-07	21
PU.1(ETS)	1e-07	21
Nrf2(bZIP)	1e-07	21
Pbx3(Homeobox)	1e-07	21
ETV4(ETS)	1e-06	21
MafB(bZIP)	1e-06	21
Bach1(bZIP)	1e-06	21
Hoxa13(Homeobox)	1e-06	21
SpiB(ETS)	1e-06	21
WT1(Zf)	1e-06	21
STAT4(Stat)	1e-06	21
NFAT:AP1(RHD,bZIP)	1e-06	21
Chop(bZIP)	1e-06	21
Foxa2(Forkhead)	1e-06	21
FoxD3(forkhead)	1e-05	21
EBF(EBF)	1e-05	21
HIF2a(bHLH)	1e-05	21
PRDM1(Zf)	1e-05	21
Hoxd11(Homeobox)	1e-05	21
STAT6(Stat)	1e-05	21
Twist(bHLH)	1e-05	21
GABPA(ETS)	1e-05	21
AR-halfsite(NR)	1e-05	21
Slug(Zf)	1e-05	21
Pknox1(Homeobox)	1e-05	21
RBPJ:Ebox(?,bHLH)	1e-05	21
Foxa3(Forkhead)	1e-05	21
EWS:FLI1-fusion(ETS)	1e-05	21
Hand2(bHLH)	1e-05	21
Znf263(Zf)	1e-05	21
AP-2alpha(AP2)	1e-04	21
Zic3(Zf)	1e-04	21
Hoxd13(Homeobox)	1e-04	21
Prop1(Homeobox)	1e-04	21
E2F6(E2F)	1e-04	21
EBF1(EBF)	1e-04	21
GRE(NR),IR3	1e-04	21
GATA:SCL(Zf,bHLH)	1e-04	21
Elf4(ETS)	1e-04	21
EHF(ETS)	1e-04	21
EBF2(EBF)	1e-04	21
PBX1(Homeobox)	1e-04	21
IRF:BATF(IRF:bZIP)	1e-04	21
ZEB2(Zf)	1e-04	21
IRF8(IRF)	1e-04	21
ELF3(ETS)	0.001	21
Nkx2.2(Homeobox)	0.001	21
MafF(bZIP)	0.001	21
Phox2b(Homeobox)	0.001	21
STAT5(Stat)	0.001	21
bHLHE41(bHLH)	0.001	21
ZSCAN22(Zf)	0.001	21
KLF14(Zf)	0.001	21
Zic(Zf)	0.001	21
Pit1(Homeobox)	0.001	21
MafK(bZIP)	0.001	21
Hoxa10(Homeobox)	0.001	21
IRF3(IRF)	0.001	21
Phox2a(Homeobox)	0.001	21
E-box(bHLH)	0.001	21
AP-2gamma(AP2)	0.001	21
ZNF467(Zf)	0.01	21
NFAT(RHD)	0.01	21
PAX5(Paired,Homeobox),condensed	0.01	21
SPDEF(ETS)	0.01	21
Pitx1:Ebox(Homeobox,bHLH)	0.01	21
Zfp281(Zf)	0.01	21
GLIS3(Zf)	0.01	21
TFE3(bHLH)	0.01	21
Srebp2(bHLH)	0.01	21
Mouse_Recombination_Hotspot(Zf)	0.01	21
CTCF(Zf)	0.01	21
Stat3+il21(Stat)	0.01	21
NF1:FOXA1(CTF,Forkhead)	0.01	21
Hoxa11(Homeobox)	0.01	21
Rfx5(HTH)	0.01	21
Gata6(Zf)	0.01	21
Sp5(Zf)	0.01	21
OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)	0.01	21
MYB(HTH)	0.01	21
CHR(?)	0.01	21
Elk4(ETS)	0.01	21
